# EXPERIMENTAL: re-measured CPU cost rows, n=4096 only. NOT installed.
#
# The shipped cost.txt misranks bands: selection picks the slower one at 3
# of 8 operating points on the default reference, up to 1.84x, and
# tools/score_selection.py independently scores its pick at 52% of the best
# available. No pricing rule rescues the shipped rows -- every rule
# score_cost_rule.py implements tops out at 3 of 6 correct, and the one
# that ships is already among the best. The rows are what is wrong.
#
# These are the same cells re-measured with tools/hmf_tune.py --retune-cost,
# which could not run at all until d40f8a0 (it died on band 64's missing
# threshold after 160 rows -- a fair explanation for how the table drifted
# this far unnoticed).
#
# WHAT THEY CHANGE, measured against the clock at n=4096:
#
#   reference   snr   old pick -> new    t(old)   t(new)   effect
#   inspiral    6.0     256  ->  512      408us    207us   1.97x FASTER
#   shallow     5.5     512  -> 1024      981us    587us   1.67x FASTER
#   steep       5.5     256  ->  512      294us    208us   1.41x FASTER
#   steep       6.0     256  ->  512      136us    205us   1.50x slower
#
#   total over the four changed points: 1819us -> 1207us = 1.51x net
#
# Correct at 4 of 6 sampled points against the shipped table's 2 of 6. The
# n=4096 rows are COMPLETE -- 48 keys, 9560 rows, unchanged between two
# snapshots of the run -- so this is not a partial result.
#
# WHY NOT INSTALLED. One point regresses, which rules out "the rows were
# merely stale" -- fresher rows cannot make a correct ranking wrong -- and
# the run was stopped before covering every size the shipped table does
# (it reached n=1024, 2048, 4096, 16384 and part of 32768). Dropping these
# in wholesale would replace rows for sizes that were never re-measured.
# Installing wants a completed run and a human on the 1.50x regression.
#
# Measured on Ryzen AI Max+ 395, AVX3, with the gate as it ships.
#
# n band U K snr f beff margin relative_cost
COST 4096 1024 2 4 6.00 0.973782 150.139 1.000 1.065508
COST 4096 1024 2 8 6.00 0.973782 150.139 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 158.307 1.000 2.917774
COST 4096 2048 2 8 6.00 1.000000 158.307 1.000 2.976599
COST 4096 128 2 4 6.00 0.777074 97.687 1.000 1.438586
COST 4096 128 2 8 6.00 0.777074 97.687 1.000 1.533705
COST 4096 256 2 4 6.00 0.883210 123.883 1.000 0.756812
COST 4096 256 2 8 6.00 0.883210 123.883 1.000 0.857571
COST 4096 512 2 4 6.00 0.899687 128.504 1.000 0.448871
COST 4096 512 2 8 6.00 0.899687 128.504 1.000 0.418664
COST 4096 1024 2 4 6.00 0.900000 128.593 1.000 0.909785
COST 4096 1024 2 8 6.00 0.900000 128.593 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 158.390 1.000 2.374703
COST 4096 2048 2 8 6.00 1.000000 158.390 1.000 2.242791
COST 4096 128 2 4 6.00 0.863406 97.689 1.000 1.488121
COST 4096 128 2 8 6.00 0.863406 97.689 1.000 1.417870
COST 4096 256 2 4 6.00 0.981342 123.887 1.000 0.582679
COST 4096 256 2 8 6.00 0.981342 123.887 1.000 0.530953
COST 4096 512 2 4 6.00 0.999652 128.508 1.000 0.320479
COST 4096 512 2 8 6.00 0.999652 128.508 1.000 0.374054
COST 4096 1024 2 4 6.00 1.000000 128.598 1.000 0.703609
COST 4096 1024 2 8 6.00 1.000000 128.598 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 128.598 1.000 2.542262
COST 4096 2048 2 8 6.00 1.000000 128.598 1.000 2.323228
COST 4096 64 2 4 6.00 0.950000 2.025 1.000 0.073116
COST 4096 64 2 8 6.00 0.950000 2.025 1.000 0.061590
COST 4096 128 2 4 6.00 0.957445 2.057 1.000 0.088620
COST 4096 128 2 8 6.00 0.957445 2.057 1.000 0.088842
COST 4096 256 2 4 6.00 0.969195 2.108 1.000 0.168341
COST 4096 256 2 8 6.00 0.969195 2.108 1.000 0.238046
COST 4096 512 2 4 6.00 0.983924 2.173 1.000 0.449389
COST 4096 512 2 8 6.00 0.983924 2.173 1.000 0.433977
COST 4096 1024 2 4 6.00 0.995785 2.225 1.000 0.960300
COST 4096 1024 2 8 6.00 0.995785 2.225 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 2.244 1.000 2.619118
COST 4096 2048 2 8 6.00 1.000000 2.244 1.000 2.690640
COST 4096 64 2 4 6.00 0.950000 2.026 1.000 0.096557
COST 4096 64 2 8 6.00 0.950000 2.026 1.000 0.084785
COST 4096 128 2 4 6.00 0.950000 2.026 1.000 0.146487
COST 4096 128 2 8 6.00 0.950000 2.026 1.000 0.147424
COST 4096 256 2 4 6.00 0.963806 2.085 1.000 0.194591
COST 4096 256 2 8 6.00 0.963806 2.085 1.000 0.193882
COST 4096 512 2 4 6.00 0.981111 2.161 1.000 0.411928
COST 4096 512 2 8 6.00 0.981111 2.161 1.000 0.456129
COST 4096 1024 2 4 6.00 0.995048 2.223 1.000 1.058094
COST 4096 1024 2 8 6.00 0.995048 2.223 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 2.245 1.000 2.637112
COST 4096 2048 2 8 6.00 1.000000 2.245 1.000 2.688867
COST 4096 64 2 4 6.00 0.950000 2.026 1.000 0.066769
COST 4096 64 2 8 6.00 0.950000 2.026 1.000 0.054811
COST 4096 128 2 4 6.00 0.950000 2.026 1.000 0.102717
COST 4096 128 2 8 6.00 0.950000 2.026 1.000 0.073116
COST 4096 256 2 4 6.00 0.950000 2.026 1.000 0.139564
COST 4096 256 2 8 6.00 0.950000 2.026 1.000 0.257746
COST 4096 512 2 4 6.00 0.973906 2.130 1.000 0.330546
COST 4096 512 2 8 6.00 0.973906 2.130 1.000 0.384142
COST 4096 1024 2 4 6.00 0.993159 2.215 1.000 0.914518
COST 4096 1024 2 8 6.00 0.993159 2.215 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 2.245 1.000 2.198968
COST 4096 2048 2 8 6.00 1.000000 2.245 1.000 2.440443
COST 4096 64 2 4 6.00 0.950000 2.027 1.000 0.070690
COST 4096 64 2 8 6.00 0.950000 2.027 1.000 0.062990
COST 4096 128 2 4 6.00 0.950000 2.027 1.000 0.089009
COST 4096 128 2 8 6.00 0.950000 2.027 1.000 0.080593
COST 4096 256 2 4 6.00 0.950000 2.027 1.000 0.165870
COST 4096 256 2 8 6.00 0.950000 2.027 1.000 0.167680
COST 4096 512 2 4 6.00 0.950000 2.027 1.000 0.324117
COST 4096 512 2 8 6.00 0.950000 2.027 1.000 0.332249
COST 4096 1024 2 4 6.00 0.986891 2.187 1.000 0.845246
COST 4096 1024 2 8 6.00 0.986891 2.187 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 2.246 1.000 2.436026
COST 4096 2048 2 8 6.00 1.000000 2.246 1.000 2.512394
COST 4096 64 2 4 6.00 0.950000 2.027 1.000 0.083834
COST 4096 64 2 8 6.00 0.950000 2.027 1.000 0.070500
COST 4096 128 2 4 6.00 0.950000 2.027 1.000 0.103495
COST 4096 128 2 8 6.00 0.950000 2.027 1.000 0.104522
COST 4096 256 2 4 6.00 0.950000 2.027 1.000 0.226203
COST 4096 256 2 8 6.00 0.950000 2.027 1.000 0.233313
COST 4096 512 2 4 6.00 0.950000 2.027 1.000 0.488934
COST 4096 512 2 8 6.00 0.950000 2.027 1.000 0.402187
COST 4096 1024 2 4 6.00 0.950000 2.027 1.000 1.092420
COST 4096 1024 2 8 6.00 0.950000 2.027 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 2.246 1.000 2.963180
COST 4096 2048 2 8 6.00 1.000000 2.246 1.000 2.908217
COST 4096 64 2 4 6.00 1.000000 2.027 1.000 0.107634
COST 4096 64 2 8 6.00 1.000000 2.027 1.000 0.089273
COST 4096 128 2 4 6.00 1.000000 2.027 1.000 0.138553
COST 4096 128 2 8 6.00 1.000000 2.027 1.000 0.137290
COST 4096 256 2 4 6.00 1.000000 2.027 1.000 0.244584
COST 4096 256 2 8 6.00 1.000000 2.027 1.000 0.300859
COST 4096 512 2 4 6.00 1.000000 2.027 1.000 0.528863
COST 4096 512 2 8 6.00 1.000000 2.027 1.000 0.405741
COST 4096 1024 2 4 6.00 1.000000 2.027 1.000 1.452989
COST 4096 1024 2 8 6.00 1.000000 2.027 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 2.027 1.000 2.819189
COST 4096 2048 2 8 6.00 1.000000 2.027 1.000 3.265760
COST 4096 64 2 4 6.00 0.950000 3.932 1.000 0.064042
COST 4096 64 2 8 6.00 0.950000 3.932 1.000 0.051958
COST 4096 128 2 4 6.00 0.957445 3.994 1.000 0.084929
COST 4096 128 2 8 6.00 0.957445 3.994 1.000 0.084356
COST 4096 256 2 4 6.00 0.969195 4.093 1.000 0.181529
COST 4096 256 2 8 6.00 0.969195 4.093 1.000 0.186085
COST 4096 512 2 4 6.00 0.983924 4.218 1.000 0.327059
COST 4096 512 2 8 6.00 0.983924 4.218 1.000 0.360990
COST 4096 1024 2 4 6.00 0.995785 4.321 1.000 1.057722
COST 4096 1024 2 8 6.00 0.995785 4.321 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 4.357 1.000 2.522880
COST 4096 2048 2 8 6.00 1.000000 4.357 1.000 2.450518
COST 4096 64 2 4 6.00 0.950000 3.934 1.000 0.067836
COST 4096 64 2 8 6.00 0.950000 3.934 1.000 0.059818
COST 4096 128 2 4 6.00 0.950000 3.934 1.000 0.097756
COST 4096 128 2 8 6.00 0.950000 3.934 1.000 0.095018
COST 4096 256 2 4 6.00 0.963806 4.049 1.000 0.298133
COST 4096 256 2 8 6.00 0.963806 4.049 1.000 0.220334
COST 4096 512 2 4 6.00 0.981111 4.196 1.000 0.328241
COST 4096 512 2 8 6.00 0.981111 4.196 1.000 0.356648
COST 4096 1024 2 4 6.00 0.995048 4.316 1.000 0.890259
COST 4096 1024 2 8 6.00 0.995048 4.316 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 4.359 1.000 2.509506
COST 4096 2048 2 8 6.00 1.000000 4.359 1.000 2.567950
COST 4096 64 2 4 6.00 0.950000 3.935 1.000 0.071311
COST 4096 64 2 8 6.00 0.950000 3.935 1.000 0.060841
COST 4096 128 2 4 6.00 0.950000 3.935 1.000 0.082571
COST 4096 128 2 8 6.00 0.950000 3.935 1.000 0.077106
COST 4096 256 2 4 6.00 0.950000 3.935 1.000 0.147473
COST 4096 256 2 8 6.00 0.950000 3.935 1.000 0.165523
COST 4096 512 2 4 6.00 0.973906 4.136 1.000 0.413422
COST 4096 512 2 8 6.00 0.973906 4.136 1.000 0.385307
COST 4096 1024 2 4 6.00 0.993159 4.301 1.000 0.975792
COST 4096 1024 2 8 6.00 0.993159 4.301 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 4.360 1.000 2.184580
COST 4096 2048 2 8 6.00 1.000000 4.360 1.000 2.245528
COST 4096 64 2 4 6.00 0.950000 3.936 1.000 0.061907
COST 4096 64 2 8 6.00 0.950000 3.936 1.000 0.059148
COST 4096 128 2 4 6.00 0.950000 3.936 1.000 0.088508
COST 4096 128 2 8 6.00 0.950000 3.936 1.000 0.099420
COST 4096 256 2 4 6.00 0.950000 3.936 1.000 0.210573
COST 4096 256 2 8 6.00 0.950000 3.936 1.000 0.216577
COST 4096 512 2 4 6.00 0.950000 3.936 1.000 0.399354
COST 4096 512 2 8 6.00 0.950000 3.936 1.000 0.353815
COST 4096 1024 2 4 6.00 0.986891 4.247 1.000 1.053873
COST 4096 1024 2 8 6.00 0.986891 4.247 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 4.361 1.000 2.460697
COST 4096 2048 2 8 6.00 1.000000 4.361 1.000 2.567272
COST 4096 64 2 4 6.00 0.950000 3.936 1.000 0.066484
COST 4096 64 2 8 6.00 0.950000 3.936 1.000 0.056172
COST 4096 128 2 4 6.00 0.950000 3.936 1.000 0.107321
COST 4096 128 2 8 6.00 0.950000 3.936 1.000 0.110768
COST 4096 256 2 4 6.00 0.950000 3.936 1.000 0.202887
COST 4096 256 2 8 6.00 0.950000 3.936 1.000 0.170777
COST 4096 512 2 4 6.00 0.950000 3.936 1.000 0.349427
COST 4096 512 2 8 6.00 0.950000 3.936 1.000 0.370440
COST 4096 1024 2 4 6.00 0.950000 3.936 1.000 0.849677
COST 4096 1024 2 8 6.00 0.950000 3.936 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 4.361 1.000 2.159395
COST 4096 2048 2 8 6.00 1.000000 4.361 1.000 2.234783
COST 4096 64 2 4 6.00 1.000000 3.936 1.000 0.080041
COST 4096 64 2 8 6.00 1.000000 3.936 1.000 0.068528
COST 4096 128 2 4 6.00 1.000000 3.936 1.000 0.103402
COST 4096 128 2 8 6.00 1.000000 3.936 1.000 0.098152
COST 4096 256 2 4 6.00 1.000000 3.936 1.000 0.222253
COST 4096 256 2 8 6.00 1.000000 3.936 1.000 0.233259
COST 4096 512 2 4 6.00 1.000000 3.936 1.000 0.377319
COST 4096 512 2 8 6.00 1.000000 3.936 1.000 0.442480
COST 4096 1024 2 4 6.00 1.000000 3.936 1.000 0.933453
COST 4096 1024 2 8 6.00 1.000000 3.936 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 3.936 1.000 2.532636
COST 4096 2048 2 8 6.00 1.000000 3.936 1.000 2.626936
COST 4096 64 2 4 6.00 0.950000 8.132 1.000 0.127366
COST 4096 64 2 8 6.00 0.950000 8.132 1.000 0.109040
COST 4096 128 2 4 6.00 0.957445 8.260 1.000 0.102769
COST 4096 128 2 8 6.00 0.957445 8.260 1.000 0.099673
COST 4096 256 2 4 6.00 0.969195 8.464 1.000 0.214804
COST 4096 256 2 8 6.00 0.969195 8.464 1.000 0.199176
COST 4096 512 2 4 6.00 0.983924 8.723 1.000 0.530073
COST 4096 512 2 8 6.00 0.983924 8.723 1.000 0.434940
COST 4096 1024 2 4 6.00 0.995785 8.935 1.000 1.070161
COST 4096 1024 2 8 6.00 0.995785 8.935 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 9.011 1.000 2.958091
COST 4096 2048 2 8 6.00 1.000000 9.011 1.000 3.087846
COST 4096 64 2 4 6.00 0.950000 8.137 1.000 0.088574
COST 4096 64 2 8 6.00 0.950000 8.137 1.000 0.075526
COST 4096 128 2 4 6.00 0.950000 8.137 1.000 0.111585
COST 4096 128 2 8 6.00 0.950000 8.137 1.000 0.106623
COST 4096 256 2 4 6.00 0.963806 8.375 1.000 0.248203
COST 4096 256 2 8 6.00 0.963806 8.375 1.000 0.262868
COST 4096 512 2 4 6.00 0.981111 8.678 1.000 0.402409
COST 4096 512 2 8 6.00 0.981111 8.678 1.000 0.358721
COST 4096 1024 2 4 6.00 0.995048 8.926 1.000 1.060551
COST 4096 1024 2 8 6.00 0.995048 8.926 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 9.016 1.000 2.835986
COST 4096 2048 2 8 6.00 1.000000 9.016 1.000 2.791394
COST 4096 64 2 4 6.00 0.950000 8.139 1.000 0.071669
COST 4096 64 2 8 6.00 0.950000 8.139 1.000 0.053883
COST 4096 128 2 4 6.00 0.950000 8.139 1.000 0.077754
COST 4096 128 2 8 6.00 0.950000 8.139 1.000 0.079487
COST 4096 256 2 4 6.00 0.950000 8.139 1.000 0.151526
COST 4096 256 2 8 6.00 0.950000 8.139 1.000 0.170991
COST 4096 512 2 4 6.00 0.973906 8.554 1.000 0.464314
COST 4096 512 2 8 6.00 0.973906 8.554 1.000 0.334142
COST 4096 1024 2 4 6.00 0.993159 8.895 1.000 0.867291
COST 4096 1024 2 8 6.00 0.993159 8.895 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 9.018 1.000 2.526433
COST 4096 2048 2 8 6.00 1.000000 9.018 1.000 2.303148
COST 4096 64 2 4 6.00 0.950000 8.140 1.000 0.079699
COST 4096 64 2 8 6.00 0.950000 8.140 1.000 0.059980
COST 4096 128 2 4 6.00 0.950000 8.140 1.000 0.090065
COST 4096 128 2 8 6.00 0.950000 8.140 1.000 0.087302
COST 4096 256 2 4 6.00 0.950000 8.140 1.000 0.234113
COST 4096 256 2 8 6.00 0.950000 8.140 1.000 0.243149
COST 4096 512 2 4 6.00 0.950000 8.140 1.000 0.386555
COST 4096 512 2 8 6.00 0.950000 8.140 1.000 0.330790
COST 4096 1024 2 4 6.00 0.986891 8.784 1.000 0.974262
COST 4096 1024 2 8 6.00 0.986891 8.784 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 9.019 1.000 2.632945
COST 4096 2048 2 8 6.00 1.000000 9.019 1.000 2.557719
COST 4096 64 2 4 6.00 0.950000 8.141 1.000 0.078105
COST 4096 64 2 8 6.00 0.950000 8.141 1.000 0.066066
COST 4096 128 2 4 6.00 0.950000 8.141 1.000 0.096426
COST 4096 128 2 8 6.00 0.950000 8.141 1.000 0.099041
COST 4096 256 2 4 6.00 0.950000 8.141 1.000 0.224365
COST 4096 256 2 8 6.00 0.950000 8.141 1.000 0.243803
COST 4096 512 2 4 6.00 0.950000 8.141 1.000 0.346928
COST 4096 512 2 8 6.00 0.950000 8.141 1.000 0.394118
COST 4096 1024 2 4 6.00 0.950000 8.141 1.000 0.890306
COST 4096 1024 2 8 6.00 0.950000 8.141 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 9.020 1.000 2.390837
COST 4096 2048 2 8 6.00 1.000000 9.020 1.000 2.355208
COST 4096 64 2 4 6.00 1.000000 8.141 1.000 0.085069
COST 4096 64 2 8 6.00 1.000000 8.141 1.000 0.076210
COST 4096 128 2 4 6.00 1.000000 8.141 1.000 0.113987
COST 4096 128 2 8 6.00 1.000000 8.141 1.000 0.085434
COST 4096 256 2 4 6.00 1.000000 8.141 1.000 0.163620
COST 4096 256 2 8 6.00 1.000000 8.141 1.000 0.166430
COST 4096 512 2 4 6.00 1.000000 8.141 1.000 0.467014
COST 4096 512 2 8 6.00 1.000000 8.141 1.000 0.403132
COST 4096 1024 2 4 6.00 1.000000 8.141 1.000 0.904613
COST 4096 1024 2 8 6.00 1.000000 8.141 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 8.141 1.000 2.508832
COST 4096 2048 2 8 6.00 1.000000 8.141 1.000 2.421201
COST 4096 64 2 4 6.00 0.950000 16.091 1.000 0.068713
COST 4096 64 2 8 6.00 0.950000 16.091 1.000 0.064832
COST 4096 128 2 4 6.00 0.957445 16.344 1.000 0.113096
COST 4096 128 2 8 6.00 0.957445 16.344 1.000 0.126408
COST 4096 256 2 4 6.00 0.969195 16.748 1.000 0.245117
COST 4096 256 2 8 6.00 0.969195 16.748 1.000 0.277789
COST 4096 512 2 4 6.00 0.983924 17.260 1.000 0.512453
COST 4096 512 2 8 6.00 0.983924 17.260 1.000 0.404947
COST 4096 1024 2 4 6.00 0.995785 17.679 1.000 1.088943
COST 4096 1024 2 8 6.00 0.995785 17.679 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 17.829 1.000 2.912507
COST 4096 2048 2 8 6.00 1.000000 17.829 1.000 3.045177
COST 4096 64 2 4 6.00 0.949667 16.100 1.000 0.098169
COST 4096 64 2 8 6.00 0.949667 16.100 1.000 0.104112
COST 4096 128 2 4 6.00 0.950000 16.112 1.000 0.148724
COST 4096 128 2 8 6.00 0.950000 16.112 1.000 0.106476
COST 4096 256 2 4 6.00 0.963806 16.583 1.000 0.218401
COST 4096 256 2 8 6.00 0.963806 16.583 1.000 0.204348
COST 4096 512 2 4 6.00 0.981111 17.183 1.000 0.380603
COST 4096 512 2 8 6.00 0.981111 17.183 1.000 0.542138
COST 4096 1024 2 4 6.00 0.995048 17.675 1.000 0.936025
COST 4096 1024 2 8 6.00 0.995048 17.675 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 17.851 1.000 2.758308
COST 4096 2048 2 8 6.00 1.000000 17.851 1.000 2.742703
COST 4096 64 2 4 6.00 0.949666 16.105 1.000 0.090884
COST 4096 64 2 8 6.00 0.949666 16.105 1.000 0.082830
COST 4096 128 2 4 6.00 0.950000 16.116 1.000 0.140870
COST 4096 128 2 8 6.00 0.950000 16.116 1.000 0.126439
COST 4096 256 2 4 6.00 0.950000 16.116 1.000 0.280570
COST 4096 256 2 8 6.00 0.950000 16.116 1.000 0.289394
COST 4096 512 2 4 6.00 0.973906 16.937 1.000 0.509497
COST 4096 512 2 8 6.00 0.973906 16.937 1.000 0.477633
COST 4096 1024 2 4 6.00 0.993159 17.613 1.000 1.139158
COST 4096 1024 2 8 6.00 0.993159 17.613 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 17.856 1.000 2.763506
COST 4096 2048 2 8 6.00 1.000000 17.856 1.000 3.027950
COST 4096 64 2 4 6.00 0.949665 16.107 1.000 0.072063
COST 4096 64 2 8 6.00 0.949665 16.107 1.000 0.063536
COST 4096 128 2 4 6.00 0.950000 16.118 1.000 0.082023
COST 4096 128 2 8 6.00 0.950000 16.118 1.000 0.090959
COST 4096 256 2 4 6.00 0.950000 16.118 1.000 0.242066
COST 4096 256 2 8 6.00 0.950000 16.118 1.000 0.244004
COST 4096 512 2 4 6.00 0.950000 16.118 1.000 0.359604
COST 4096 512 2 8 6.00 0.950000 16.118 1.000 0.391990
COST 4096 1024 2 4 6.00 0.986891 17.394 1.000 0.943970
COST 4096 1024 2 8 6.00 0.986891 17.394 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 17.859 1.000 2.544820
COST 4096 2048 2 8 6.00 1.000000 17.859 1.000 2.666577
COST 4096 64 2 4 6.00 0.949665 16.108 1.000 0.085694
COST 4096 64 2 8 6.00 0.949665 16.108 1.000 0.073867
COST 4096 128 2 4 6.00 0.950000 16.120 1.000 0.099591
COST 4096 128 2 8 6.00 0.950000 16.120 1.000 0.090811
COST 4096 256 2 4 6.00 0.950000 16.120 1.000 0.214199
COST 4096 256 2 8 6.00 0.950000 16.120 1.000 0.247097
COST 4096 512 2 4 6.00 0.950000 16.120 1.000 0.413560
COST 4096 512 2 8 6.00 0.950000 16.120 1.000 0.434913
COST 4096 1024 2 4 6.00 0.950000 16.120 1.000 1.030414
COST 4096 1024 2 8 6.00 0.950000 16.120 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 17.860 1.000 2.578691
COST 4096 2048 2 8 6.00 1.000000 17.860 1.000 2.550769
COST 4096 64 2 4 6.00 0.999648 16.109 1.000 0.085938
COST 4096 64 2 8 6.00 0.999648 16.109 1.000 0.074755
COST 4096 128 2 4 6.00 1.000000 16.120 1.000 0.112577
COST 4096 128 2 8 6.00 1.000000 16.120 1.000 0.107944
COST 4096 256 2 4 6.00 1.000000 16.120 1.000 0.188461
COST 4096 256 2 8 6.00 1.000000 16.120 1.000 0.204535
COST 4096 512 2 4 6.00 1.000000 16.120 1.000 0.495369
COST 4096 512 2 8 6.00 1.000000 16.120 1.000 0.470537
COST 4096 1024 2 4 6.00 1.000000 16.120 1.000 1.095274
COST 4096 1024 2 8 6.00 1.000000 16.120 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 16.120 1.000 2.592287
COST 4096 2048 2 8 6.00 1.000000 16.120 1.000 2.998398
COST 4096 64 2 4 6.00 0.950000 32.122 1.000 0.165212
COST 4096 64 2 8 6.00 0.950000 32.122 1.000 0.156531
COST 4096 128 2 4 6.00 0.957445 32.626 1.000 0.098362
COST 4096 128 2 8 6.00 0.957445 32.626 1.000 0.093024
COST 4096 256 2 4 6.00 0.969195 33.431 1.000 0.176829
COST 4096 256 2 8 6.00 0.969195 33.431 1.000 0.179635
COST 4096 512 2 4 6.00 0.983924 34.454 1.000 0.436741
COST 4096 512 2 8 6.00 0.983924 34.454 1.000 0.413854
COST 4096 1024 2 4 6.00 0.995785 35.289 1.000 1.023451
COST 4096 1024 2 8 6.00 0.995785 35.289 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 35.588 1.000 2.508872
COST 4096 2048 2 8 6.00 1.000000 35.588 1.000 2.447803
COST 4096 64 2 4 6.00 0.931674 31.334 1.000 0.235368
COST 4096 64 2 8 6.00 0.931674 31.334 1.000 0.202660
COST 4096 128 2 4 6.00 0.950000 32.566 1.000 0.153170
COST 4096 128 2 8 6.00 0.950000 32.566 1.000 0.121884
COST 4096 256 2 4 6.00 0.963806 33.518 1.000 0.280213
COST 4096 256 2 8 6.00 0.963806 33.518 1.000 0.222561
COST 4096 512 2 4 6.00 0.981111 34.731 1.000 0.402010
COST 4096 512 2 8 6.00 0.981111 34.731 1.000 0.443664
COST 4096 1024 2 4 6.00 0.995048 35.724 1.000 0.963389
COST 4096 1024 2 8 6.00 0.995048 35.724 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 36.080 1.000 3.159670
COST 4096 2048 2 8 6.00 1.000000 36.080 1.000 3.357765
COST 4096 64 2 4 6.00 0.931292 31.342 1.000 0.176567
COST 4096 64 2 8 6.00 0.931292 31.342 1.000 0.174106
COST 4096 128 2 4 6.00 0.949632 32.576 1.000 0.108183
COST 4096 128 2 8 6.00 0.949632 32.576 1.000 0.119140
COST 4096 256 2 4 6.00 0.950000 32.601 1.000 0.180447
COST 4096 256 2 8 6.00 0.950000 32.601 1.000 0.215627
COST 4096 512 2 4 6.00 0.973906 34.259 1.000 0.394471
COST 4096 512 2 8 6.00 0.973906 34.259 1.000 0.416249
COST 4096 1024 2 4 6.00 0.993159 35.626 1.000 0.810974
COST 4096 1024 2 8 6.00 0.993159 35.626 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 36.119 1.000 2.614495
COST 4096 2048 2 8 6.00 1.000000 36.119 1.000 2.322694
COST 4096 64 2 4 6.00 0.931281 31.345 1.000 0.206110
COST 4096 64 2 8 6.00 0.931281 31.345 1.000 0.223630
COST 4096 128 2 4 6.00 0.949631 32.580 1.000 0.126071
COST 4096 128 2 8 6.00 0.949631 32.580 1.000 0.114485
COST 4096 256 2 4 6.00 0.950000 32.606 1.000 0.221077
COST 4096 256 2 8 6.00 0.950000 32.606 1.000 0.233430
COST 4096 512 2 4 6.00 0.950000 32.606 1.000 0.475832
COST 4096 512 2 8 6.00 0.950000 32.606 1.000 0.503217
COST 4096 1024 2 4 6.00 0.986891 35.183 1.000 1.095620
COST 4096 1024 2 8 6.00 0.986891 35.183 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 36.124 1.000 2.365507
COST 4096 2048 2 8 6.00 1.000000 36.124 1.000 2.846133
COST 4096 64 2 4 6.00 0.931276 31.347 1.000 0.169061
COST 4096 64 2 8 6.00 0.931276 31.347 1.000 0.168882
COST 4096 128 2 4 6.00 0.949631 32.583 1.000 0.109288
COST 4096 128 2 8 6.00 0.949631 32.583 1.000 0.129173
COST 4096 256 2 4 6.00 0.950000 32.608 1.000 0.228520
COST 4096 256 2 8 6.00 0.950000 32.608 1.000 0.193632
COST 4096 512 2 4 6.00 0.950000 32.608 1.000 0.414813
COST 4096 512 2 8 6.00 0.950000 32.608 1.000 0.527675
COST 4096 1024 2 4 6.00 0.950000 32.608 1.000 0.890801
COST 4096 1024 2 8 6.00 0.950000 32.608 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 36.126 1.000 2.463204
COST 4096 2048 2 8 6.00 1.000000 36.126 1.000 2.551411
COST 4096 64 2 4 6.00 0.980288 31.348 1.000 0.152096
COST 4096 64 2 8 6.00 0.980288 31.348 1.000 0.135111
COST 4096 128 2 4 6.00 0.999611 32.584 1.000 0.092103
COST 4096 128 2 8 6.00 0.999611 32.584 1.000 0.089034
COST 4096 256 2 4 6.00 1.000000 32.609 1.000 0.192455
COST 4096 256 2 8 6.00 1.000000 32.609 1.000 0.214631
COST 4096 512 2 4 6.00 1.000000 32.609 1.000 0.516271
COST 4096 512 2 8 6.00 1.000000 32.609 1.000 0.390671
COST 4096 1024 2 4 6.00 1.000000 32.609 1.000 0.785492
COST 4096 1024 2 8 6.00 1.000000 32.609 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 32.609 1.000 2.677951
